identifier	name	homepage	description	pattern	example	email	uri_format	download.owl	download.obo	synonyms	deprecated	aberowl	agroportal	bartoc	biocontext	bioportal	cellosaurus	cheminf	cropoct	ecoportal	edam	hl7	integbio	lov	miriam	n2t	obofoundry	ols	ontobee	pathguide	prefixcc	prefixcommons	re3data	rrid	togoid	uniprot	wikidata	zazuko	part_of	provides	has_canonical
txpo	Toxic Process Ontology	https://toxpilot.nibiohn.go.jp/	"Elucidating the mechanism of toxicity is crucial in drug safety evaluations. TOXic Process Ontology (TXPO) systematizes a wide variety of terms involving toxicity courses and processes. The first version of TXPO focuses on liver toxicity.

The TXPO contains an is-a hierarchy that is organized into three layers: the top layer contains general terms, mostly derived from the Basic Formal Ontology. The intermediate layer contains biomedical terms in OBO foundry from UBERON, Cell Ontology, NCBI Taxon, ChEBI, Gene Ontology, PATO, OGG, INOH, HINO, NCIT, DOID and Relational ontology (RO). The lower layer contains toxicological terms.

In applied work, we have developed a prototype of TOXPILOT, a TOXic Process InterpretabLe knOwledge sysTem. TOXPILOT provides visualization maps of the toxic course, which facilitates capturing the comprehensive picture for understanding toxicity mechanisms. A prototype of TOXPILOT is available: https://toxpilot.nibiohn.go.jp"	^\d{7}$	0002066	yuki.yamagata@riken.jp	http://purl.obolibrary.org/obo/TXPO_$1				False	TXPO				TXPO											txpo	txpo	TXPO												
uberon	Uber Anatomy Ontology	http://uberon.org	Uberon is an integrated cross-species anatomy ontology representing a variety of entities classified according to traditional anatomical criteria such as structure, function and developmental lineage. The ontology includes comprehensive relationships to taxon-specific anatomical ontologies, allowing integration of functional, phenotype and expression data.	^\d+$	2005080	cjmungall@lbl.gov	http://purl.obolibrary.org/obo/UBERON_$1		http://purl.obolibrary.org/obo/uberon/basic.obo	UBERON|Uber-anatomy ontology|Uberon	False	UBERON			UBERON	UBERON	UBERON								uberon	uberon	uberon	uberon	UBERON						Uberon		P1554				
ubio.namebank	uBio NameBank	http://www.ubio.org	"NameBank is a ""biological name server"" focused on storing names and objectively-derived nomenclatural attributes. NameBank is a repository for all recorded names including scientific names, vernacular (or common names), misspelled names, as well as ad-hoc nomenclatural labels that may have limited context."	^\d+$	2555646		http://www.ubio.org/browser/details.php?namebankID=$1				False				UBIO.NAMEBANK										ubio.namebank	ubio.namebank															
ubprop	Uberon Property									UBPROP|UBREL	True																														
ucas	UK Universities and Colleges Admissions Service	https://www.ucas.com	An identifier for institutions in the United Kingdom, used in GRID and ROR.	^\w\d+$	N21						False																														
ucsc	UCSC Genome Browser	https://genome.ucsc.edu/	The UCSC Genome Browser is an on-line, and downloadable, genome browser hosted by the University of California, Santa Cruz (UCSC).[2][3][4] It is an interactive website offering access to genome sequence data from a variety of vertebrate and invertebrate species and major model organisms, integrated with a large collection of aligned annotations.		uc001rvw.5	max@soe.ucsc.edu	ftp://hgdownload.cse.ucsc.edu/goldenPath/$1				False				UCSC																					DB-0139	P2576				
ucum	Unified Code for Units of Measure	https://ucum.org	Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business.		aBq	dr.shorthair@pm.me	https://units-of-measurement.org/$1				False			1895								2.16.840.1.113883.6.8		ucum																	
ukprn	UK Provider Reference Number	https://www.ukrlp.co.uk	identifier for an educational organization issued by the UK Register of Learning Providers	^[1-9]\d*$	10007835		https://www.ukrlp.co.uk/ukrlp/ukrlp_provider.page_pls_provDetails?x=&pn_p_id=$1&pv_status=VERIFIED&pv_vis_code=L			ukprns	False																										P4971				
umbbd.compound	UM-BBD compound	http://umbbd.ethz.ch/	The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to compound information.	^c\d+$	c0001		http://eawag-bbd.ethz.ch/servlets/pageservlet?ptype=c&compID=$1			UM-BBD_compID	False				UMBBD.COMPOUND										umbbd.compound	umbbd.compound											P8121		umbbd		
umbbd.enzyme	EAWAG Biocatalysis/Biodegradation Database	http://umbbd.ethz.ch/	The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to enzyme information.	^e\d+$	e0333		http://eawag-bbd.ethz.ch/servlets/pageservlet?ptype=ep&enzymeID=$1			UM-BBD_enzymeID	False				UMBBD.ENZYME										umbbd.enzyme	umbbd.enzyme													umbbd		
umbbd.pathway	EAWAG Biocatalysis/Biodegradation Database	http://umbbd.ethz.ch/	The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to pathway information.	^\w+$	ala		http://umbbd.ethz.ch/servlets/pageservlet?ptype=p&pathway_abbr=$1			UM-BBD_pathwayID	False				UMBBD.PATHWAY										umbbd.pathway	umbbd.pathway													umbbd		
umbbd.reaction	EAWAG Biocatalysis/Biodegradation Database	http://umbbd.ethz.ch/	The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The goal of the UM-BBD is to provide information on microbial enzyme-catalyzed reactions that are important for biotechnology. This collection refers to reaction information.	^r\d+$	r0001		http://eawag-bbd.ethz.ch/servlets/pageservlet?ptype=r&reacID=$1			UM-BBD_reactionID	False				UMBBD.REACTION										umbbd.reaction	umbbd.reaction													umbbd		
umbbd.rule	EAWAG Biocatalysis/Biodegradation Database	http://umbbd.ethz.ch/servlets/pageservlet?ptype=allrules	The University of Minnesota Biocatalysis/Biodegradation Database (UM-BBD) contains information on microbial biocatalytic reactions and biodegradation pathways for primarily xenobiotic, chemical compounds. The UM-BBD Pathway Prediction System (PPS) predicts microbial catabolic reactions using substructure searching, a rule-base, and atom-to-atom mapping. The PPS recognizes organic functional groups found in a compound and predicts transformations based on biotransformation rules. These rules are based on reactions found in the UM-BBD database. This collection references those rules.	^bt\d+$	bt0001		http://www.umbbd.ethz.ch/servlets/rule.jsp?rule=$1			UM-BBD_ruleID	False				UMBBD.RULE										umbbd.rule	umbbd.rule													umbbd		
uminctr	University hospital Medical Information Network Clinical Trial Registry	https://www.umin.ac.jp/ctr/index.htm	An additional Japanese clinical trial registry	^UMIN\d+$|^C\d+$	UMIN000049383						False												nbdc01470																		
umls	Unified Medical Language System Concept Unique Identifier	https://www.nlm.nih.gov/research/umls	The Unified Medical Language System is a repository of biomedical vocabularies. Vocabularies integrated in the UMLS Metathesaurus include the NCBI taxonomy, Gene Ontology, the Medical Subject Headings (MeSH), OMIM and the Digital Anatomist Symbolic Knowledge Base. UMLS concepts are not only inter-related, but may also be linked to external resources such as GenBank.	^C\d+$	C2584994		https://uts.nlm.nih.gov/uts/umls/concept/$1			UMLS|UMLS CUI|UMLS_CUI|umls.cui	False			20052	UMLS						1181	2.16.840.1.113883.6.86			umls	umls											P2892				
umls.aui	Unified Medical Language System Atomic Unique Identifier	https://www.nlm.nih.gov/research/umls	An identifier for an atom; the smallest unit of naming in a source, viz, a specific string with specific code values and identifiers from a specific source. As such, they can be thought of as representing a single meaning with a source Atoms are the units of terminology that come from sources and form the building blocks of the concepts in the Metathesaurus.	^A\d+$	A0118748					UMLS_ICD9CM_2005_AUI	False																														
unichem	UniChem compound	https://chembl.gitbook.io/unichem/downloads	identifier of a compound in the UniChem database	^\d+$	161671		https://www.ebi.ac.uk/unichem/compoundsources?type=uci&compound=$1				False																										P11089				
unigene	UniGene	http://www.ncbi.nlm.nih.gov/unigene	A UniGene entry is a set of transcript sequences that appear to come from the same transcription locus (gene or expressed pseudogene), together with information on protein similarities, gene expression, cDNA clone reagents, and genomic location.	^\d+$	4900		http://www.ncbi.nlm.nih.gov/UniGene/clust.cgi?UGID=$1				True				UNIGENE								nbdc00220		unigene	unigene						unigene	r3d100010774								
unii	Unique Ingredient Identifier	https://precision.fda.gov/uniisearch	The purpose of the joint FDA/USP Substance Registration System (SRS) is to support health information technology initiatives by generating unique ingredient identifiers (UNIIs) for substances in drugs, biologics, foods, and devices. The UNII is a non- proprietary, free, unique, unambiguous, non semantic, alphanumeric identifier based on a substance’s molecular structure and/or descriptive information.	^[A-Z0-9]+$	3G6A5W338E		https://precision.fda.gov/uniisearch/srs/unii/$1				False				UNII			000563							unii	unii											P652				
unimod	Unimod protein modification database for mass spectrometry	http://www.unimod.org/	Unimod is a public domain database created to provide a community supported, comprehensive database of protein modifications for mass spectrometry applications. That is, accurate and verifiable values, derived from elemental compositions, for the mass differences introduced by all types of natural and artificial modifications. Other important information includes any mass change, (neutral loss), that occurs during MS/MS analysis, and site specificity, (which residues are susceptible to modification and any constraints on the position of the modification within the protein or peptide).	^\d+$	1200	jcottrell@matrixscience.com	http://www.unimod.org/modifications_view.php?editid1=$1				False				UNIMOD						3757				unimod	unimod		unimod													
uniparc	UniProt Archive	http://www.uniprot.org/uniparc/	The UniProt Archive (UniParc) is a  database containing non-redundant protein sequence information from many sources. Each unique sequence is given a stable and unique identifier (UPI) making it possible to identify the same protein from different source databases.	^UPI[A-F0-9]{10}$	UPI000000000A	agb@ebi.ac.uk	https://www.uniprot.org/uniparc/$1				False				UNIPARC						2392				uniparc	uniparc						uniparc	r3d100011519								
unipathway.compound	UniPathway Compound	http://www.grenoble.prabi.fr/obiwarehouse/unipathway	UniPathway is a manually curated resource of enzyme-catalyzed and spontaneous chemical reactions. It provides a hierarchical representation of metabolic pathways and a controlled vocabulary for pathway annotation in UniProtKB. UniPathway data are cross-linked to existing metabolic resources such as ChEBI/Rhea, KEGG and MetaCyc. This collection references compounds.	^UPC\d{5}$	UPC04349		http://www.grenoble.prabi.fr/obiwarehouse/unipathway/upc?upid=$1				False				UNIPATHWAY.COMPOUND										unipathway.compound	unipathway.compound															
