#curie_map:
#  CHEMINF: http://semanticscience.org/resource/CHEMINF_
#  GO: http://purl.obolibrary.org/obo/GO_
#  bartoc: http://bartoc.org/en/node/
#  bioportal: http://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  edam: http://edamontology.org/
#  fairsharing: https://fairsharing.org/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  miriam: https://registry.identifiers.org/registry/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://bioregistry.io/metaregistry/prefixcommons/
#  re3data: https://www.re3data.org/repository/
#  rrid: 'https://scicrunch.org/resolver/RRID:'
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  togoid: https://togoid.dbcls.jp/ontology#
#  uniprot: http://purl.uniprot.org/uniprot/
#  wikidata: http://www.wikidata.org/entity/
#  xsd: http://www.w3.org/2001/XMLSchema#
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/refs/heads/main/exports/analyses/mapping_checking/mapping_embedding_similarities.tsv
#mapping_set_title: Bioregistry Mapping Similarity Analysis
#license: https://creativecommons.org/publicdomain/zero/1.0/
#issue_tracker: https://github.com/biopragmatics/bioregistry/issues
#extension_definitions:
#- slot_name: parts_used
#  type_hint: xsd:string
#- slot_name: reference_text
#  type_hint: xsd:string
#- slot_name: mapping_text
#  type_hint: xsd:string
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	similarity_score	parts_used	reference_text	mapping_text
bioregistry:gfbio.ets	Ecological Trait-data Standard	skos:exactMatch	tib:ets	Ecological Trait-data Standard (ETS)	semapv:LexicalMatching	0.96464777	name,description,homepage	Ecological Trait-data Standard The Ecological Trait-data Standard defines terms for the use in datasets containing quantitative and qualitative functional traits. https://terminologies.gfbio.org/terms/ets/pages/index.html	Ecological Trait-data Standard (ETS) The Ecological Trait-data Standard defines terms for the use in datasets containing quantitative and qualitative functional traits. https://terminologies.gfbio.org/terms/ets/pages/index.html
bioregistry:xpo	Xenopus Phenotype Ontology	skos:exactMatch	bioportal:XPO	Xenopus Phenotype Ontology	semapv:LexicalMatching	0.964685857	name,description,homepage	Xenopus Phenotype Ontology XPO represents anatomical, cellular, and gene function phenotypes occurring throughout the development of the African frogs Xenopus laevis and tropicalis. https://github.com/obophenotype/xenopus-phenotype-ontology	Xenopus Phenotype Ontology An ontology of anatomical, cellular, and gene function phenotypes in Xenopus, the African clawed frogs. The Xenopus Phenotype Ontology represents and standardizes anatomical, the African clawed frogs. The XPO is being designed primarily to support phenotype curation in Xenbase, the model organism database for Xenopus, and to facilitate mappings between frog phenotypes and human disease., XPO represents anatomical, and gene function phenotypes occurring throughout the development of the African frogs Xenopus laevis and tropicalis. https://github.com/obophenotype/xenopus-phenotype-ontology
bioregistry:compulyeast	Compluyeast-2D-DB	skos:exactMatch	n2t:compulyeast	Compluyeast database at Universidad Complutense Madrid	semapv:LexicalMatching	0.964702308	name,description,homepage	Compluyeast-2D-DB Compluyeast-2D-DB is a two-dimensional polyacrylamide gel electrophoresis federated database. This collection references a subset of Uniprot, and contains general information about the protein record. http://compluyeast2dpage.dacya.ucm.es/	Compluyeast database at Universidad Complutense Madrid Compluyeast-2D-DB is a two-dimensional polyacrylamide gel electrophoresis federated database. This collection references a subset of Uniprot, and contains general information about the protein record. http://compluyeast2dpage.dacya.ucm.es/
bioregistry:planp	Planarian Phenotype Ontology	skos:exactMatch	ols:planp	Planarian Phenotype Ontology (PLANP)	semapv:LexicalMatching	0.964749694	name,description,homepage	Planarian Phenotype Ontology Planarian Phenotype Ontology is an ontology of phenotypes observed in the planarian Schmidtea mediterranea. https://github.com/obophenotype/planarian-phenotype-ontology	Planarian Phenotype Ontology (PLANP) Planarian Phenotype Ontology is an ontology of phenotypes observed in the planarian Schmidtea mediterranea. https://github.com/obophenotype/planarian-phenotype-ontology
bioregistry:treebase	TreeBASE	skos:exactMatch	prefixcommons:treebase	TreeBase	semapv:LexicalMatching	0.96475172	name,description,homepage	TreeBASE TreeBASE is a relational database designed to manage and explore information on phylogenetic relationships. It includes phylogenetic trees and data matrices, together with information about the relevant publication, taxa, morphological and sequence-based characters, and published analyses. Data in TreeBASE are exposed to the public if they are used in a publication that is in press or published in a peer-reviewed scientific journal, etc. http://treebase.org/	TreeBase TreeBASE is a repository of phylogenetic information, specifically user-submitted phylogenetic trees and the data used to generate them. TreeBASE accepts all types of phylogenetic data (e.g., trees of species, trees of populations, trees of genes) representing all biotic taxa. http://www.treebase.org/
bioregistry:swo	Software Ontology	skos:exactMatch	tib:swo	The Software Ontology (SWO)	semapv:LexicalMatching	0.964752138	name,description,homepage	Software Ontology The Software Ontology (SWO) is a resource for describing software tools, their types, tasks, versions, provenance and associated data. It contains detailed information on licensing and formats as well as software applications themselves, mainly (but not limited) to the bioinformatics community. https://github.com/allysonlister/swo	The Software Ontology (SWO) The Software Ontology (SWO) is a resource for describing software tools, their types, tasks, versions, licenses, provenance and associated data. https://github.com/allysonlister/swo
bioregistry:metatlas	Metabolic Atlas	skos:exactMatch	miriam:metatlas	Metabolic Atlas	semapv:LexicalMatching	0.964754224	name,description,homepage	Metabolic Atlas A resource for exploring metabolism, starting with a set of of community-curated genome-scale metabolic models of human and model organisms, enriched with pathway maps and other tools for easy browsing and analysis. https://metabolicatlas.org	Metabolic Atlas Metabolic Atlas facilitates metabolic modelling by presenting open source genome-scale metabolic models for easy browsing and analysis. https://metabolicatlas.org
bioregistry:mint	Molecular Interaction Database	skos:exactMatch	miriam:mint	MINT	semapv:LexicalMatching	0.964818597	name,description,homepage	Molecular Interaction Database The Molecular INTeraction database (MINT) stores, in a structured format, information about molecular interactions by extracting experimental details from work published in peer-reviewed journals. https://mint.bio.uniroma2.it	MINT The Molecular INTeraction database (MINT) stores, in a structured format, information about molecular interactions by extracting experimental details from work published in peer-reviewed journals. https://www.ebi.ac.uk/intact/
bioregistry:swo	Software Ontology	skos:exactMatch	fairsharing:FAIRsharing.sp3szt	SoftWare Ontology	semapv:LexicalMatching	0.964855671	name,description,homepage	Software Ontology The Software Ontology (SWO) is a resource for describing software tools, their types, tasks, versions, provenance and associated data. It contains detailed information on licensing and formats as well as software applications themselves, mainly (but not limited) to the bioinformatics community. https://github.com/allysonlister/swo	SoftWare Ontology The Software Ontology (SWO) is a resource for describing software tools, their types, tasks, versions, provenance and associated data. SWO also covers software manufacturer, input and output data types and the uses (i.e. objectives) to which the software can be put. https://github.com/allysonlister/swo
bioregistry:biocyc	BioCyc	skos:exactMatch	prefixcommons:biocyc	BioCyc Database Collection	semapv:LexicalMatching	0.965060592	name,description,homepage	BioCyc BioCyc is a collection of Pathway/Genome Databases (PGDBs) which provides an electronic reference source on the genomes and metabolic pathways of sequenced organisms. http://biocyc.org	BioCyc Database Collection The BioCyc collection of Pathway/Genome Databases (PGDBs) provides electronic reference sources on the pathways and genomes of different organisms. http://www.biocyc.org/
bioregistry:envo	Environment Ontology	skos:exactMatch	n2t:envo	The Environment Ontology through BioPortal	semapv:LexicalMatching	0.965064883	name,description,homepage	Environment Ontology The Environment Ontology is a resource and research target for the semantically controlled description of environmental entities. The ontology's initial aim was the representation of the biomes, environmental features, and environmental materials pertinent to genomic and microbiome-related investigations. http://environmentontology.org/	The Environment Ontology through BioPortal The Environment Ontology is a resource and research target for the semantically controlled description of environmental entities. The ontology's initial aim was the representation of the biomes, environmental features, and environmental materials pertinent to genomic and microbiome-related investigations. http://purl.bioontology.org/ontology/ENVO/
bioregistry:gecko	Genomics Cohorts Knowledge Ontology	skos:exactMatch	fairsharing:FAIRsharing.3da56b	Genomics Cohorts Knowledge Ontology	semapv:LexicalMatching	0.965105355	name,description,homepage	Genomics Cohorts Knowledge Ontology An ontology to represent genomics cohort attributes. https://github.com/IHCC-cohorts/GECKO	Genomics Cohorts Knowledge Ontology GECKO is an ontology to represent genomics cohort attributes. The GECKO is maintained by the CINECA project, and standardises attributes commonly used for genomics cohort description as well as individual-level data items. https://github.com/IHCC-cohorts/GECKO
bioregistry:sabiork.ec	SABIO-RK EC Record	skos:exactMatch	prefixcommons:sabiork.ec	SABIO-RK EC Record	semapv:LexicalMatching	0.965125859	name,description	SABIO-RK EC Record SABIO-RK is a relational database system that contains information about biochemical reactions, their kinetic equations with their parameters, and the experimental conditions under which these parameters were measured. The EC record provides for a given enzyme classification (EC) the associated list of enzyme-catalysed reactions and their corresponding kinetic data. http://sabiork.h-its.org/	SABIO-RK EC Record The EC record provides for a given enzyme classification (EC) the associated list of enzyme-catalysed reactions and their corresponding kinetic data.
bioregistry:fypo	Fission Yeast Phenotype Ontology	skos:exactMatch	go:FYPO	Fission Yeast Phenotype Ontology	semapv:LexicalMatching	0.965161681	name,homepage	Fission Yeast Phenotype Ontology A formal ontology of phenotypes observed in fission yeast. https://github.com/pombase/fypo	Fission Yeast Phenotype Ontology http://www.pombase.org/
bioregistry:string	Search Tool for Retrieval of Interacting Genes/Proteins	skos:exactMatch	pathguide:93	Search Tool for the Retrieval of Interacting Genes/Proteins	semapv:LexicalMatching	0.965165257	name,homepage	Search Tool for Retrieval of Interacting Genes/Proteins STRING (Search Tool for Retrieval of Interacting Genes/Proteins) is a database of known and predicted protein interactions. The interactions include direct (physical) and indirect (functional) associations; they are derived from four sources:Genomic Context, High-throughput Experiments,(Conserved) Coexpression, Previous Knowledge. STRING quantitatively integrates interaction data from these sources for a large number of organisms, and transfers information between these organisms where applicable. http://string-db.org/	Search Tool for the Retrieval of Interacting Genes/Proteins http://string-db.org
