prefix	name	alt_name	homepage
nbdc02568	AlloMAPS	Allosteric Mutation Analysis and Polymorphism of Signaling database	http://allomaps.bii.a-star.edu.sg
nbdc02569	Cucurbit Genomics Database	CuGenDB	http://cucurbitgenomics.org
nbdc02570	Genome Properties		https://www.ebi.ac.uk/interpro/genomeproperties
nbdc02571	SAGD	Sex-Associated Gene Database	http://bioinfo.life.hust.edu.cn/SAGD
nbdc02572	Translocatome		http://translocatome.linkgroup.hu
nbdc02573	ADMIX database	Alzheimer's disease multi-omics database	http://www.alzdb.org/admix/gene_submit.html
nbdc02574	J-amir	Japanese aquatic macroinvertebrate reference	http://www.b.s.osakafu-u.ac.jp/~mkato/J-amir_home.htm
nbdc02575	IMORI		http://antler.is.utsunomiya-u.ac.jp/imori/
nbdc02576	Phos-tag SDS-PAGE database		http://phostag.hiroshima-u.ac.jp/index(E).html
nbdc02577	KNApSAcK Biomarker		http://www.knapsackfamily.com/Biomarker/top.php
nbdc02578	ChemProteoBase	Proteomic profiling for classification of compounds	http://www.cbrg.riken.jp/csrs/xtra/ProteomePage/
nbdc02579	ncRNA-eQTL		http://ibi.hzau.edu.cn/ncRNA-eQTL
nbdc02580	OGRDB	Open Germline Receptor Database	https://ogrdb.airr-community.org
nbdc02581	oRNAment	o RNA motifs enrichment in complete transcriptomes	https://rnabiology.ircm.qc.ca/oRNAment
nbdc02582	PADS Arsenal	Prokaryotic Antiviral Defense System Arsenal	http://bigd.big.ac.cn/padsarsenal/
nbdc02583	16S RNA sequence set for metagenomic analysis		https://dbarchive.biosciencedbc.jp/en/metagenomerefdb/desc.html
nbdc02584	AlphaFold DB	AlphaFold Protein Structure Database	https://alphafold.ebi.ac.uk
nbdc02585	KampoDB		https://wakanmoview.inm.u-toyama.ac.jp/kampo/
nbdc02586	PhaSepDB		http://db.phasep.pro/
nbdc02587	PhaSePro		https://phasepro.elte.hu/
nbdc02588	non-B DB		https://nonb-abcc.ncifcrf.gov/apps/site/default
nbdc02589	PhenoModifier		https://www.biosino.org/PhenoModifier
nbdc02590	PmiREN	Plant miRNA ENcyclopedia	http://www.pmiren.com
nbdc02591	QTLbase		http://mulinlab.org/qtlbase
nbdc02593	SEAweb	Small RNA Expression Atlas	http://sea.ims.bio
nbdc02594	gGENEPID	Global Genome Epidemiology Database	https://gph.niid.go.jp/ggenepid
nbdc02598	SARS-Cov2NMR Protein DB	SARS (severe acute respiratory syndrome) -CoV2 Protein NMR Database	https://cov2nmr.aist.go.jp/
nbdc02599	mFAERS		https://mfaers.medals.jp/mfaers/
nbdc02601	Index to Chromosome numbers in Asteraceae		https://dbarchive.biosciencedbc.jp/en/asteraceae-chr-index/desc.html
nbdc02602	snoDB		https://bioinfo-scottgroup.med.usherbrooke.ca/snoDB/
nbdc02603	SNP2APA		http://gong_lab.hzau.edu.cn/SNP2APA
nbdc02604	SyntDB		http://syntdb.amu.edu.pl
nbdc02605	TerrestrialMetagenomeDB		https://webapp.ufz.de/tmdb
nbdc02606	TSEA-DB		https://bioinfo.uth.edu/TSEADB
nbdc02608	MedDRA/J		https://www.jmo.pmrj.jp/english
nbdc02610	MMC	Material Management Center	https://mmc-u.jp/en/
nbdc02611	VARIDT	Variability of Drug Transporter Database	http://varidt.idrblab.net/
nbdc02612	VDJbase		https://www.VDJbase.org
nbdc02613	VISDB	Viral Integration Site DataBase	https://bioinfo.uth.edu/VISDB/index.php
nbdc02614	DNAproDB		https://dnaprodb.usc.edu
nbdc02615	EnhancerAtlas 2.0		http://www.enhanceratlas.org/indexv2.php
nbdc02616	MatrisomeDB		https://matrisomedb.org
nbdc02617	MSDB	MicroSatellite DataBase	http://data.ccmb.res.in/msdb
nbdc02618	OHNOLOGS		http://ohnologs.curie.fr
nbdc02619	BioHiKR		http://www.biohikr.life
nbdc02620	MOROKOSHI Sorghum transcriptome database		http://matsui-lab.riken.jp/morokoshi/Home.html
nbdc02621	Flora of Myanmar Database		https://www.kahaku.go.jp/research/db/botany/myanmarflora/
nbdc02622	ABCD database	AntiBodies Chemically Defined database	https://web.expasy.org/abcd/
nbdc02623	MetaboBank		https://www.ddbj.nig.ac.jp/metabobank/index-e.html
nbdc02627	phosprof	Phosphorylation activity measurement-based pathway profiling database for drug-response	https://phosprof.medals.jp/
nbdc02628	RNAapt3D		https://rnaapt3d.medals.jp/
nbdc02629	JEDI System/OCEANS DB	Joint Environmental Data Integration System/Oshima Coastal Environmental data Acquisition Network System database	https://dbarchive.biosciencedbc.jp/en/jedisystem-oceansdb/desc.html
nbdc02630	EnteroBase		https://enterobase.warwick.ac.uk/
nbdc02632	Exp-Plant Catalog	RIKEN BRC Experimental Plant Web Catalog	https://plant.rtc.riken.jp/resource/home/index.html
nbdc02633	NeuroGT database		https://ssbd.riken.jp/neurogt/
nbdc02634	PyDISH	Python-based database & analyzer for DIStortion of Heme porphyrin	https://pydish.bio.info.hiroshima-cu.ac.jp
nbdc02635	ImmuNexUT	Immune Cell Gene Expression Atlas from the University of Tokyo	https://www.immunexut.org/
nbdc02636	OOPID	Open Oral Pathological Images Dataset	https://oopid.jp
nbdc02637	Kagoshima University Museum Vascular_Plants Database		https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/s_plant.php
nbdc02638	FANTOM6	Functional ANnoTation Of the Mammalian genome 6	https://fantom.gsc.riken.jp/6/
nbdc02639	Genome sequencing of JCM strains under the NBRP program (Eukaryotic microbes)		https://www.jcm.riken.jp/cgi-bin/nbrp/nbrp_list.cgi
nbdc02640	Yeast strains with specific characteristics		https://www.jcm.riken.jp/cgi-bin/jcm/function?KEY=YEAST
nbdc02641	PheWeb.jp	BioBank Japan PheWeb	https://pheweb.jp/
nbdc02642	CUBIC-Cloud		https://cubic-cloud.com
nbdc02645	NBRP-Silkworm Collection, preservation, and distribution of Wild moths genetic resources		https://shigen.nig.ac.jp/wildmoth/index.jsp
nbdc02646	PreDom		http://harrier.nagahama-i-bio.ac.jp/domain/
nbdc02647	EMPIAR-PDBj	Electron Microscopy Public Image Archive PDBj	https://empiar.pdbj.org/en/
nbdc02648	BSM-Arc	Biological Structure Model Archive	https://bsma.pdbj.org
nbdc02649	DDrare	Database of Drug Development for Rare Diseases	https://ddrare.nibiohn.go.jp/index_e.html
nbdc02650	WHOCC ATC/DDD Index		https://atcddd.fhi.no/atc_ddd_index/
nbdc02652	IUPHAR/BPS Guide to PHARMACOLOGY		https://www.guidetopharmacology.org/
nbdc02654	Marmoset PFC Connectome		https://dataportal.brainminds.jp/marmoset-tracer-injection
